PHH,20.48,N/A,N/A,963922
PM,87.11,N/A,N/A,5338041
PSX,59.39,N/A,N/A,3486847
PDM,17.94,N/A,N/A,856681
PIR,23.57,N/A,N/A,1228086
PF,24.32,N/A,N/A,433317
PXD,146.19,N/A,N/A,1233563
PBI,14.71,N/A,N/A,2206923
PMCS,6.32,6.40,6.22,2609083
PNC,73.23,N/A,N/A,2475199
PLCM,10.64,11.70,10.44,1047486
POT,38.31,N/A,N/A,8169441
PWER,6.32,6.36,6.31,1175285
DBC,25.34,25.52,25.05,1322923
UUP,22.55,22.61,22.41,1386388
PCY,27.33,27.85,27.49,1129639
PGX,14.39,14.38,14.25,1918443
QQQ,71.75,71.65,71.61,24936468
SPLV,31.17,31.41,30.41,2277417
BKLN,24.72,24.89,24.40,2113309
PPG,147.05,N/A,N/A,681407
PPL,30.68,N/A,N/A,9934049
PX,116.10,N/A,N/A,1070974
PDS,8.60,N/A,N/A,671730
PFG,37.74,N/A,N/A,1535006
PG,77.02,N/A,N/A,6699695
PGR,25.50,N/A,N/A,2514058
PLD,38.29,N/A,N/A,2513475
RWM,20.49,21.00,20.31,876346
SH,29.43,29.47,29.01,4099147
UCO,30.88,31.08,30.94,1115353
QLD,66.27,67.13,64.48,2550972
UWM,60.64,61.95,61.55,2518511
SSO,77.60,77.55,77.38,27389592
AGQ,17.12,17.13,17.04,3146216
UVXY,69.38,67.85,67.27,3360702
TQQQ,68.00,67.68,67.60,1080499
UPRO,63.78,63.90,63.56,3602798
SQQQ,28.10,28.31,28.24,3365151
SPXU,24.09,24.16,23.04,8227578
TBT,72.98,72.45,72.11,3433038
SCO,35.48,36.00,35.28,1614842
EUO,19.23,21.03,18.66,660636
QID,23.35,23.49,23.23,3096736
TWM,17.83,17.55,17.45,2977543
SDS,40.38,40.45,40.35,13894373
PSEC,10.84,10.85,10.80,1978995
PRU,73.10,N/A,N/A,2604739
PEG,32.86,N/A,N/A,3552413
PHM,19.13,N/A,N/A,5602349
PVH,126.44,N/A,N/A,704080
QEP,28.05,N/A,N/A,732590
QIHU,46.84,N/A,N/A,1657688
QLIK,28.69,28.28,28.16,763646
QLGC,9.57,9.79,9.70,853168
QCOM,61.61,60.95,60.90,7412922
PWR,26.53,N/A,N/A,1411302
DGX,60.88,N/A,N/A,1015659
STR,23.94,N/A,N/A,900177
QCOR,45.76,46.23,45.08,2127007
ZQK,6.53,N/A,N/A,1940639
RRD,14.26,14.54,14.49,1121645
RAX,38.16,N/A,N/A,1234492
RDN,11.79,N/A,N/A,4895998
RRC,77.62,N/A,N/A,1781910
RTN,66.00,N/A,N/A,1586572
RLGY,48.31,N/A,N/A,2106006
O,42.13,N/A,N/A,1575208
RHT,48.04,N/A,N/A,1249985
RGC,18.37,N/A,N/A,2343896
RF,9.61,N/A,N/A,12807706
RSG,33.98,N/A,N/A,1658115
BBRY,10.00,10.30,10.29,40931760
RMD,45.19,N/A,N/A,2527407
RSO,6.16,N/A,N/A,970114
RAI,48.66,N/A,N/A,1431375
RFMD,5.38,5.37,5.35,3604576
RIO,41.83,N/A,N/A,1731604
RVBD,15.69,15.65,15.62,1361294
RHI,33.35,N/A,N/A,1406546
ROK,84.11,N/A,N/A,1106745
ROST,65.385,65.48,65.21,1373755
ROVI,22.86,22.85,22.75,758265
RDC,34.30,N/A,N/A,904744
RCL,33.59,N/A,N/A,1555176
RDSA,N/A,N/A,N/A,N/A
RYL,40.57,N/A,N/A,1691976
RHP,38.84,N/A,N/A,1388256
SWY,23.64,N/A,N/A,3535446
SAI,13.96,N/A,N/A,2750086
SKS,13.66,N/A,N/A,2047393
CRM,38.56,N/A,N/A,3799789
SBH,31.15,N/A,N/A,738804
SNDK,61.71,61.45,61.29,2866841
SNY,52.08,N/A,N/A,898085
SAP,72.735,N/A,N/A,2797753
SRPT,38.36,38.58,38.51,1680994
SBAC,74.64,74.86,74.15,1340969
SLB,72.19,N/A,N/A,6433618
SDRL,40.93,N/A,N/A,3055391
STX,45.41,45.37,45.30,2823553
SEE,24.63,N/A,N/A,2033788
SCSS,25.35,25.89,25.87,930541
SRE,81.62,N/A,N/A,1597798
SNH,26.00,N/A,N/A,1089509
SCI,17.99,N/A,N/A,3139115
NOW,40.21,N/A,N/A,1504944
SSRI,6.45,6.99,6.29,1083433
SLW,19.92,N/A,N/A,6835772
SPG,159.20,N/A,N/A,1292810
SINA,55.94,55.99,55.13,1014993
SKM,20.22,N/A,N/A,1347722
SWKS,22.09,21.87,21.83,1591259
SLM,22.99,23.02,22.94,2135737
SWHC,10.06,10.26,10.19,2657284
SFD,32.83,N/A,N/A,3305079
SCTY,38.16,40.41,40.30,3870374
SNE,21.50,N/A,N/A,2158731
SO,44.30,N/A,N/A,4846060
SCCO,28.12,N/A,N/A,2083149
LUV,12.95,N/A,N/A,4687239
SWN,36.78,N/A,N/A,3611279
JNK,39.42,39.54,39.30,6327000
DIA,149.52,150.52,147.35,4896791
GLD,119.94,121.28,121.14,15952483
SPY,161.26,161.20,161.18,131954792
KBE,28.83,29.17,28.97,1087702
XHB,29.64,29.79,29.60,4995718
XME,33.50,33.54,33.31,2628498
MDY,211.77,214.01,212.76,2189659
XOP,58.56,58.70,58.27,2350111
KRE,34.12,34.58,34.42,4468028
XRT,77.06,77.52,77.12,1633363
SE,34.76,N/A,N/A,3562481
SPPI,7.63,8.14,7.50,942279
SPR,21.57,N/A,N/A,814323
SPLK,46.40,47.71,47.54,1569129
S,7.00,N/A,N/A,42904552
STJ,45.75,N/A,N/A,1661624
SPF,8.39,N/A,N/A,3922073
SWK,77.91,N/A,N/A,677771
SPLS,15.92,16.03,15.98,5114770
SBUX,66.09,66.41,66.19,3326817
HOT,63.89,N/A,N/A,1513587
STWD,24.72,N/A,N/A,4140089
STRZA,22.30,21.72,21.62,1309842
STT,65.51,N/A,N/A,2432014
STO,20.81,N/A,N/A,1481783
STLD,15.16,15.29,15.22,2387770
SWC,10.86,N/A,N/A,1191156
STM,9.04,N/A,N/A,508471
BEE,8.94,N/A,N/A,1321236
SYK,64.85,N/A,N/A,1454257
SMFG,9.41,N/A,N/A,627699
SU,29.67,N/A,N/A,2384885
SUNE,8.33,N/A,N/A,4224783
SPWR,21.08,21.70,21.36,4183817
SHO,12.16,N/A,N/A,928838
STI,31.77,N/A,N/A,2893955
SPN,26.11,N/A,N/A,1496463
SVU,6.26,N/A,N/A,2723425
SUSQ,12.86,14.32,13.00,1389297
SWFT,16.79,N/A,N/A,936915
SYMC,22.56,22.48,22.41,5898406
SYY,34.23,N/A,N/A,2919032
TMUS,24.7575,N/A,N/A,6737711
TROW,73.87,73.68,73.43,1357381
TSM,18.60,N/A,N/A,11766747
TTWO,15.25,15.36,13.98,1657791
TLM,11.59,N/A,N/A,1183470
TGT,69.19,N/A,N/A,2639118
TTM,24.18,N/A,N/A,1419378
TCB,14.23,N/A,N/A,1198207
AMTD,24.53,N/A,N/A,2121611
TEL,45.80,N/A,N/A,1451704
XLK,30.82,30.82,29.00,9576394
TCK,21.61,N/A,N/A,1525783
TE,17.17,N/A,N/A,2402143
VIV,22.85,N/A,N/A,1127520
TEF,12.99,N/A,N/A,2837459
TPX,44.1199,N/A,N/A,1152129
TS,40.83,N/A,N/A,794687
THC,46.64,N/A,N/A,1193136
TDC,50.60,N/A,N/A,1413135
TER,17.70,N/A,N/A,2462764
TEX,26.45,N/A,N/A,2237609
TSLA,109.54,117.69,117.47,10891687
TSO,52.40,N/A,N/A,2316089
TEVA,39.20,N/A,N/A,3145633
TXN,35.15,35.01,34.94,5218467
TXT,26.15,N/A,N/A,2042138
MAC,61.34,N/A,N/A,574792
TMO,85.03,N/A,N/A,2551241
TIBX,21.55,21.72,21.67,2478359
TIF,73.2575,N/A,N/A,684416
TSU,18.43,N/A,N/A,1290076
TWC,112.76,N/A,N/A,5234468
TWX,58.21,N/A,N/A,4820646
TKR,56.68,N/A,N/A,747376
TIVO,11.01,11.08,11.01,2264261
TJX,50.40,N/A,N/A,2555140
TOL,32.80,N/A,N/A,3235075
TOT,48.76,N/A,N/A,1025711
TSS,24.52,N/A,N/A,2128788
RIG,48.09,N/A,N/A,1571545
TRV,80.44,N/A,N/A,2291394
TRMR,8.94,N/A,N/A,223431
TRMB,26.23,26.38,26.26,1805849
TSL,6.04,N/A,N/A,2608188
TRIP,61.68,61.13,60.87,2539152
TQNT,6.98,7.04,6.93,1365344
TROX,20.40,N/A,N/A,651977
TRW,66.98,N/A,N/A,988060
TRQ,5.95,N/A,N/A,1914698
TWTC,28.19,28.49,28.39,1053553
TWO,10.30,N/A,N/A,4376158
TYC,33.63,N/A,N/A,7745219
TSN,25.73,N/A,N/A,3248250
USB,36.36,N/A,N/A,8606820
UBS,17.22,N/A,N/A,1078934
UDR,25.56,N/A,N/A,1652706
ULTA,99.94,99.35,99.01,604389
UPL,19.95,N/A,N/A,2364257
UA,59.80,N/A,N/A,833003
UN,39.52,N/A,N/A,1696837
UL,40.60,N/A,N/A,741773
UNP,155.65,N/A,N/A,1280960
UAL,31.30,N/A,N/A,3448874
UPS,86.92,N/A,N/A,2556538
URI,50.43,N/A,N/A,1667740
UNG,18.99,19.07,18.89,5224084
USO,34.61,35.03,34.55,4710055
X,17.67,N/A,N/A,5018648
UTX,93.63,N/A,N/A,3890999
UNH,65.97,N/A,N/A,3737190
UNM,29.61,N/A,N/A,1561789
URBN,40.38,40.42,40.29,1422060
LCC,16.50,N/A,N/A,4667187
USG,23.28,N/A,N/A,1359214
XLU,37.62,37.20,37.15,12558778
VALE,13.17,N/A,N/A,18604078
VRX,86.89,N/A,N/A,1793378
VLO,34.58,N/A,N/A,7722126
VLY,9.57,N/A,N/A,1068637
VIG,66.52,66.81,66.48,1596780
VWO,39.06,43.00,38.67,21667228
VGK,48.72,48.90,48.44,2720256
VOO,73.88,79.95,73.77,2789705
VNQ,69.26,68.70,68.41,3141406
VEA,35.98,36.12,35.76,4226094
BND,80.66,81.18,80.51,1415899
VTI,83.29,83.55,83.13,2096908
VTR,69.93,N/A,N/A,1487441
PAY,16.82,N/A,N/A,1619306
VRSN,45.11,44.92,44.67,1307225
VZ,50.29,N/A,N/A,9746948
VRTX,81.26,80.40,80.05,2010378
VIAB,68.52,67.99,67.79,1906150
VIP,10.15,N/A,N/A,735917
VHC,20.30,N/A,N/A,654032
V,183.90,N/A,N/A,2903918
VSH,14.01,N/A,N/A,1072883
VVUS,12.96,12.48,12.35,2469140
VMW,67.21,N/A,N/A,1969090
VOD,28.83,28.77,28.69,5583726
WMT,74.94,N/A,N/A,6697777
WAG,44.97,N/A,N/A,6262502
DIS,63.92,N/A,N/A,8221914
WLT,10.47,N/A,N/A,8368679
WCRX,20.05,19.81,19.06,3672061
WM,40.40,N/A,N/A,1502930
WFT,13.78,N/A,N/A,5666221
WLP,82.00,N/A,N/A,2070785
WFC,41.56,N/A,N/A,16177948
WEN,5.89,5.91,5.89,2674217
WDC,62.74,63.06,62.86,1801668
WNR,28.112,N/A,N/A,1874059
WU,17.17,N/A,N/A,4311644
WY,28.52,N/A,N/A,4608884
WHR,115.54,N/A,N/A,884096
WWAV,16.43,N/A,N/A,1413053
WWAVB,N/A,N/A,N/A,N/A
WLL,46.42,N/A,N/A,2020671
WFM,51.95,52.06,51.90,2235850
WMB,32.65,N/A,N/A,5307631
WSM,56.14,N/A,N/A,813655
WIN,7.74,7.74,7.71,6524795
WEC,40.92,N/A,N/A,3512949
EPI,16.49,16.55,15.81,2420044
WETF,11.82,11.79,11.70,2023387
DXJ,46.30,47.35,46.16,8804815
WPX,19.13,N/A,N/A,2369444
WYN,57.81,N/A,N/A,892481
WYNN,129.28,128.45,127.72,1077970
XEL,28.51,N/A,N/A,5134095
XRX,9.10,N/A,N/A,5718623
XLNX,39.95,39.86,39.79,3246924
XL,30.55,N/A,N/A,1989039
YHOO,25.25,25.29,25.23,10641366
AUY,9.73,N/A,N/A,8355867
YNDX,27.99,28.05,27.71,3109212
YELP,34.99,N/A,N/A,1060028
YOKU,19.3101,N/A,N/A,736992
YUM,69.6001,N/A,N/A,2166034
ZMH,75.26,N/A,N/A,1223658
ZION,29.10,29.40,29.26,1436899
ZTS,31.02,N/A,N/A,17601074
