Date,Open,High,Low,Close,Volume,Adj Close
2011-09-22,14.73,14.98,13.67,14.22,1211700,9.48
2011-09-21,16.01,16.27,15.10,15.13,541200,10.09
2011-09-20,16.06,16.97,15.95,15.98,514200,10.65
2011-09-19,16.32,16.85,15.95,16.57,539100,11.05
2011-09-16,17.65,17.70,16.37,16.58,920400,11.05
2011-09-15,17.42,17.69,17.30,17.65,425700,11.77
2011-09-14,17.17,17.86,16.62,17.20,524600,11.47
2011-09-13,16.47,17.08,16.37,16.88,537600,11.25
2011-09-12,15.92,16.41,15.56,16.36,819300,10.91
2011-09-09,17.03,17.20,16.00,16.20,588400,10.80
2011-09-08,17.50,17.96,17.04,17.17,627800,11.45
2011-09-07,16.47,18.07,16.35,17.71,1169400,11.81
2011-09-06,15.77,16.03,15.44,15.96,706400,10.64
2011-09-02,16.57,17.05,16.15,16.25,887400,10.83
2011-09-01,18.20,18.48,17.22,17.25,546900,11.50
2011-08-31,18.81,19.09,17.70,18.17,840300,12.11
2011-08-30,18.04,18.82,17.58,18.59,719700,12.39
2011-08-29,17.64,18.22,17.46,18.10,396900,12.07
2011-08-26,16.28,17.21,15.63,17.20,779400,11.47
2011-08-25,17.38,17.52,16.23,16.27,713400,10.85
2011-08-24,16.92,17.37,16.58,16.97,686200,11.31
2011-08-23,15.31,16.97,15.05,16.92,989400,11.28
2011-08-22,15.82,15.91,14.83,15.18,1031400,10.12
2011-08-19,15.62,16.16,15.07,15.21,974400,10.14
2011-08-18,16.72,16.72,15.43,15.94,1223000,10.63
2011-08-17,18.11,18.38,17.06,17.40,743400,11.60
2011-08-16,19.00,19.01,17.80,17.96,942000,11.97
2011-08-15,18.39,19.48,18.39,19.10,946500,12.73
2011-08-12,18.61,18.61,17.30,18.00,645200,12.00
2011-08-11,16.65,18.00,15.96,17.40,1012000,11.60
2011-08-10,16.81,16.82,15.81,15.86,925200,10.57
2011-08-09,15.62,17.24,15.30,17.21,1325100,11.47
2011-08-08,16.34,17.00,15.58,15.59,2047400,10.39
2011-08-05,18.76,18.94,17.16,17.23,1614200,11.49
2011-08-04,19.84,19.98,18.25,18.51,1606600,12.34
2011-08-03,20.39,20.39,19.12,20.19,1022100,13.46
2011-08-02,21.14,21.14,20.03,20.04,949800,13.36
2011-08-01,22.00,22.25,20.29,20.92,835800,13.95
2011-07-29,22.00,22.40,21.28,21.41,792300,14.27
2011-07-28,21.62,22.89,20.91,22.55,2358300,15.03
2011-07-27,25.31,25.31,22.01,22.01,2439600,14.67
2011-07-26,26.14,26.23,25.30,25.46,728100,16.97
2011-07-25,26.52,26.85,26.09,26.19,588000,17.46
2011-07-22,26.84,27.28,26.70,26.87,659000,17.91
2011-07-21,25.71,26.97,25.23,26.71,1714800,17.81
2011-07-20,26.34,26.34,24.37,25.49,1057200,16.99
2011-07-19,23.75,25.91,23.67,25.60,1242300,17.07
2011-07-18,23.54,23.65,23.11,23.47,520200,15.65
2011-07-15,23.72,23.73,23.28,23.68,536000,15.79
2011-07-14,23.52,23.97,23.29,23.43,792900,15.62
2011-07-13,22.69,23.65,22.61,23.49,954000,15.66
2011-07-12,21.96,22.80,21.95,22.50,589600,15.00
2011-07-11,22.30,22.58,21.78,22.06,608600,14.71
2011-07-08,21.88,22.44,21.76,22.34,628600,14.89
2011-07-07,21.24,22.34,21.15,22.32,777300,14.88
2011-07-06,21.18,21.18,20.88,21.10,414200,14.07
2011-07-05,20.25,21.25,20.10,21.18,594000,14.12
2011-07-01,19.74,20.35,19.50,20.28,462200,13.52
2011-06-30,19.15,19.78,19.10,19.71,471000,13.14
2011-06-29,19.06,19.20,18.75,19.07,248100,12.71
2011-06-28,18.25,19.00,18.16,18.96,555300,12.64
2011-06-27,18.89,18.89,18.05,18.09,715200,12.06
2011-06-24,19.24,19.40,18.52,18.72,881600,12.48
2011-06-23,18.29,19.30,17.87,19.24,433000,12.83
2011-06-22,18.75,19.03,18.65,18.66,305800,12.44
2011-06-21,18.06,18.89,18.02,18.84,499200,12.56
2011-06-20,17.68,18.00,17.60,17.94,361200,11.96
2011-06-17,18.12,18.28,17.54,17.77,897400,11.85
2011-06-16,17.93,18.31,17.58,17.96,396800,11.97
2011-06-15,17.87,18.20,17.72,17.93,501900,11.95
2011-06-14,18.17,18.54,17.91,18.10,629800,12.07
2011-06-13,17.94,18.50,17.35,17.94,1036600,11.96
2011-06-10,17.75,18.09,17.72,17.91,607200,11.94
2011-06-09,17.53,18.02,17.30,18.01,514000,12.01
2011-06-08,18.00,18.09,17.44,17.50,771200,11.67
2011-06-07,18.11,18.26,17.99,17.99,547500,11.99
2011-06-06,18.37,18.70,18.04,18.05,494600,12.03
2011-06-03,18.69,18.89,18.36,18.42,785400,12.28
2011-06-02,19.01,19.27,18.71,18.96,619200,12.64
2011-06-01,19.47,20.05,19.00,19.01,802600,12.67
2011-05-31,19.83,20.04,19.43,19.99,716100,13.33
2011-05-27,19.74,19.88,19.16,19.69,755600,13.13
2011-05-26,18.13,19.97,18.08,19.64,1293400,13.09
2011-05-25,17.98,18.50,17.79,18.13,926800,12.09
2011-05-24,17.75,18.71,17.64,17.98,1694000,11.99
2011-05-23,17.64,17.90,17.01,17.53,1624800,11.69
